ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009617,M,Y,Y,0,269382.68,Working,Secondary / secondary special,Married,House / apartment,-8554,-1826,1,0,0,0,Laborers,2.0
5009618,M,N,Y,0,86827.69,Working,Higher education,Civil marriage,House / apartment,-21160,-170,1,0,0,1,Accountants,2.0
5009619,F,N,Y,0,213785.99,State servant,Incomplete higher,Civil marriage,House / apartment,-22571,-1010,1,1,0,0,Laborers,2.0
5009620,F,N,N,0,151510.78,Pensioner,Secondary / secondary special,Married,House / apartment,-10152,365243,1,0,1,0,,2.0
5009621,F,Y,N,0,160058.28,Working,Secondary / secondary special,Married,House / apartment,-7728,-1095,1,1,0,0,High skill tech staff,2.0
5009622,F,Y,Y,0,201352.31,Working,Higher education,Married,House / apartment,-9686,-2922,1,1,0,0,Drivers,2.0
5009623,F,Y,Y,0,100897.37,Working,Secondary / secondary special,Married,House / apartment,-12984,-1714,1,0,0,0,Sales staff,2.0
5009624,M,N,Y,2,536930.84,Pensioner,Secondary / secondary special,Married,House / apartment,-23509,365243,1,0,0,0,,4.0
5009625,F,N,Y,0,286627.9,Working,Secondary / secondary special,Married,House / apartment,-7348,-730,1,1,0,0,,2.0
5009626,F,Y,Y,0,112887.5,State servant,Secondary / secondary special,Married,House / apartment,-21397,-4602,1,1,0,0,Managers,2.0
5009627,F,Y,Y,1,85359.84,Pensioner,Secondary / secondary special,Married,House / apartment,-22292,365243,1,0,0,0,,3.0
5009628,F,N,N,0,140934.13,Pensioner,Secondary / secondary special,Married,House / apartment,-21524,365243,1,1,0,0,,2.0
5009629,M,Y,Y,0,161317.41,Working,Secondary / secondary special,Married,Municipal apartment,-8746,-1826,1,0,0,0,Drivers,2.0
5009630,F,N,N,1,250899.47,Working,Secondary / secondary special,Married,House / apartment,-19212,-44,1,1,0,1,,3.0
5009631,F,N,Y,1,82095.59,Commercial associate,Secondary / secondary special,Married,House / apartment,-24028,-5841,1,0,1,0,Laborers,3.0
5009632,M,Y,Y,1,169862.31,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-9415,-2556,1,0,0,0,,2.0
5009633,F,N,Y,0,68561.92,Working,Higher education,Married,House / apartment,-7860,-681,1,0,0,0,,2.0
5009634,F,Y,Y,1,183171.62,Pensioner,Secondary / secondary special,Married,House / apartment,-22621,365243,1,0,0,0,,3.0
5009635,F,N,Y,0,139559.72,Pensioner,Higher education,Married,House / apartment,-18611,365243,1,1,0,1,,2.0
5009636,F,N,Y,0,387836.79,Pensioner,Higher education,Civil marriage,House / apartment,-18638,365243,1,1,0,0,,2.0
5009637,F,Y,Y,1,67982.03,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24213,365243,1,0,1,0,,2.0
5009638,F,Y,Y,0,292232.26,Pensioner,Secondary / secondary special,Single / not married,Office apartment,-20800,365243,1,0,0,0,,1.0
5009639,F,N,Y,2,62823.49,Working,Higher education,Married,Municipal apartment,-14273,-146,1,0,0,0,,4.0
5009640,M,N,N,0,75841.04,Commercial associate,Secondary / secondary special,Married,House / apartment,-14946,-3654,1,0,0,0,,2.0
5009641,F,N,Y,0,63668.98,Working,Secondary / secondary special,Single / not married,House / apartment,-9841,-2922,1,0,0,0,Private service staff,1.0
5009642,F,N,Y,2,166904.37,Working,Secondary / secondary special,Married,House / apartment,-12635,-547,1,1,0,0,,4.0
5009643,F,Y,Y,0,81891.51,Working,Secondary / secondary special,Civil marriage,House / apartment,-15113,-2424,1,1,0,0,High skill tech staff,2.0
5009644,F,Y,N,2,75044.33,Working,Secondary / secondary special,Married,House / apartment,-11882,-5113,1,0,0,1,Laborers,4.0
5009645,F,N,Y,2,162980.17,Pensioner,Secondary / secondary special,Married,House / apartment,-23362,365243,1,0,0,0,,4.0
5009646,F,N,Y,1,184589.13,Working,Secondary / secondary special,Civil marriage,House / apartment,-7511,-730,1,0,0,0,Sales staff,3.0
5009647,M,N,Y,0,150230.29,State servant,Secondary / secondary special,Married,House / apartment,-17596,-229,1,0,0,0,,2.0
5009648,F,Y,Y,0,135793.47,Working,Higher education,Married,House / apartment,-20832,-2848,1,1,1,0,,2.0
5009649,F,N,Y,1,367491.26,Working,Secondary / secondary special,Married,House / apartment,-20140,-502,1,0,0,0,,3.0
5009650,F,N,N,1,158406.24,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18590,-163,1,0,0,0,Managers,3.0
5009651,M,N,N,0,220322.08,Working,Higher education,Married,House / apartment,-14499,-1760,1,0,0,0,Drivers,2.0
5009652,F,N,Y,3,158175.6,Pensioner,Secondary / secondary special,Married,House / apartment,-23407,365243,1,0,0,0,,5.0
5009653,F,N,Y,0,85055.72,Working,Secondary / secondary special,Married,House / apartment,-13072,-1734,1,0,0,0,Sales staff,2.0
5009654,F,N,Y,2,193870.14,Pensioner,Higher education,Separated,House / apartment,-20456,365243,1,0,0,0,,3.0
5009655,M,Y,Y,0,106096.18,Pensioner,Higher education,Civil marriage,House / apartment,-23551,365243,1,1,0,0,,2.0
5009656,F,Y,N,0,140717.12,Commercial associate,Secondary / secondary special,Married,House / apartment,-9555,-2607,1,0,0,0,Sales staff,2.0
5009657,M,Y,Y,0,171562.23,Working,Secondary / secondary special,Married,House / apartment,-23909,-5973,1,0,0,0,Core staff,2.0
5009658,F,N,Y,0,55786.71,Commercial associate,Secondary / secondary special,Married,House / apartment,-20910,-363,1,1,1,0,,2.0
5009659,F,N,Y,1,65857.52,Commercial associate,Secondary / secondary special,Married,House / apartment,-18115,-3111,1,0,0,0,Sales staff,3.0
5009660,F,N,N,0,232054.98,Working,Secondary / secondary special,Single / not married,House / apartment,-13851,-352,1,1,0,0,,1.0
5009661,F,N,Y,2,105675.33,Pensioner,Secondary / secondary special,Married,House / apartment,-23158,365243,1,0,1,0,,4.0
5009662,F,Y,Y,0,108211.08,Commercial associate,Secondary / secondary special,Married,House / apartment,-8077,-884,1,0,0,0,Managers,2.0
5009663,F,Y,Y,0,160046.42,State servant,Secondary / secondary special,Married,House / apartment,-14875,-1501,1,0,0,0,,2.0
5009664,M,N,Y,0,121438.56,Working,Secondary / secondary special,Married,House / apartment,-20570,-1378,1,1,0,0,Laborers,2.0
5009665,F,Y,N,0,181460.67,Pensioner,Higher education,Married,House / apartment,-21525,365243,1,0,0,0,,2.0
5009666,F,Y,Y,0,143550.06,Commercial associate,Higher education,Married,House / apartment,-10851,-235,1,0,0,0,Waiters/barmen staff,2.0
5009667,F,N,Y,0,162641.14,Commercial associate,Higher education,Single / not married,House / apartment,-8139,-1461,1,0,0,0,Sales staff,1.0
5009668,F,N,Y,1,103680.65,State servant,Secondary / secondary special,Married,Co-op apartment,-21380,-354,1,0,0,0,Core staff,3.0
5009669,F,N,N,0,162234.39,Commercial associate,Secondary / secondary special,Married,House / apartment,-14701,-3548,1,0,0,0,,2.0
5009670,F,N,Y,0,255900.65,Pensioner,Higher education,Married,House / apartment,-9821,365243,1,0,0,0,,2.0
5009671,F,N,Y,1,110871.36,Commercial associate,Secondary / secondary special,Widow,House / apartment,-8805,-2191,1,1,1,0,,2.0
5009672,M,N,Y,0,232735.79,Working,Secondary / secondary special,Married,House / apartment,-18536,-3617,1,1,1,0,Laborers,2.0
5009673,M,Y,Y,0,143518.59,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17522,-1235,1,0,0,0,Core staff,1.0
5009674,F,N,N,0,212615.54,State servant,Secondary / secondary special,Single / not married,House / apartment,-22277,-81,1,0,0,0,Managers,1.0
5009675,F,N,N,0,157060.39,Pensioner,Higher education,Single / not married,House / apartment,-7858,365243,1,1,1,0,,1.0
5009676,F,N,Y,0,144826.9,Pensioner,Secondary / secondary special,Married,House / apartment,-22530,365243,1,1,1,0,,2.0
5009677,F,N,Y,0,175407.1,Pensioner,Secondary / secondary special,Married,House / apartment,-22860,365243,1,0,0,0,,2.0
5009678,F,Y,N,1,270167.87,Commercial associate,Secondary / secondary special,Married,House / apartment,-15129,-3752,1,0,0,0,,3.0
5009679,F,N,Y,2,165718.96,Commercial associate,Higher education,Married,House / apartment,-8649,-1826,1,1,0,0,Sales staff,4.0
5009680,M,N,Y,0,187075.1,Pensioner,Secondary / secondary special,Widow,House / apartment,-23903,365243,1,0,0,0,,1.0
5009681,F,N,Y,3,122486.68,Working,Higher education,Married,House / apartment,-8567,-1491,1,0,0,0,Accountants,5.0
5009682,F,Y,Y,0,323011.51,Pensioner,Secondary / secondary special,Married,House / apartment,-17660,365243,1,0,0,0,,2.0
5009683,F,N,Y,0,202839.15,Commercial associate,Higher education,Married,House / apartment,-15951,-2008,1,0,0,1,Drivers,2.0
5009684,F,Y,N,0,153101.17,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-21945,365243,1,0,0,0,,1.0
5009685,M,N,N,0,138506.59,State servant,Secondary / secondary special,Married,House / apartment,-16116,-573,1,0,0,1,Medicine staff,2.0
5009686,F,N,Y,0,240134.42,Working,Higher education,Married,House / apartment,-15529,-909,1,0,0,0,,2.0
5009687,F,N,Y,0,108759.9,Pensioner,Higher education,Married,House / apartment,-22744,365243,1,0,0,0,,2.0
5009688,M,Y,Y,1,60389.01,Pensioner,Incomplete higher,Single / not married,House / apartment,-24206,365243,1,0,0,0,,2.0
5009689,F,Y,Y,1,152695.31,State servant,Secondary / secondary special,Married,House / apartment,-16934,-2017,1,0,1,0,High skill tech staff,3.0
5009690,F,N,Y,0,266999.56,Working,Secondary / secondary special,Married,House / apartment,-15277,-1011,1,0,0,0,High skill tech staff,2.0
5009691,F,N,Y,1,326326.73,Working,Secondary / secondary special,Married,House / apartment,-21875,-260,1,0,0,0,,3.0
5009692,F,N,N,2,139574.39,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21875,-919,1,0,0,0,Managers,3.0
5009693,F,N,N,0,150511.36,State servant,Secondary / secondary special,Married,House / apartment,-12904,-98,1,1,0,0,Core staff,2.0
5009694,M,N,Y,0,190949.68,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17407,365243,1,0,0,0,,1.0
5009695,M,Y,Y,0,129033.24,Commercial associate,Higher education,Married,House / apartment,-10006,-1905,1,0,0,0,Laborers,2.0
5009696,M,Y,Y,0,190651.6,Working,Secondary / secondary special,Married,House / apartment,-18447,-854,1,0,0,0,,2.0
5009697,F,N,N,0,141110.58,Pensioner,Secondary / secondary special,Married,House / apartment,-21926,365243,1,0,0,0,,2.0
5009698,F,N,Y,0,244185.66,Pensioner,Secondary / secondary special,Married,House / apartment,-10592,365243,1,0,0,0,,2.0
5009699,F,Y,Y,0,211396.39,Pensioner,Secondary / secondary special,Married,House / apartment,-12968,365243,1,0,0,0,,2.0
5009700,F,Y,Y,0,220822.37,Commercial associate,Lower secondary,Married,With parents,-15175,-1875,1,0,1,0,Managers,2.0
5009701,M,N,N,0,132898.53,Pensioner,Secondary / secondary special,Married,Municipal apartment,-22120,365243,1,0,0,0,,2.0
5009702,F,N,N,0,385757.29,Commercial associate,Higher education,Married,House / apartment,-20127,-1945,1,0,0,0,,2.0
5009703,F,N,Y,0,187579.11,Working,Higher education,Married,House / apartment,-12860,-1482,1,0,0,0,Drivers,2.0
5009704,F,N,N,0,166649.32,State servant,Higher education,Single / not married,House / apartment,-11565,-1467,1,0,0,0,Core staff,1.0
5009705,F,N,Y,0,100662.49,Commercial associate,Higher education,Single / not married,Municipal apartment,-19502,-3772,1,0,0,1,,1.0
5009706,F,N,Y,2,140289.59,Commercial associate,Secondary / secondary special,Married,House / apartment,-15718,-1381,1,0,0,0,Laborers,4.0
5009707,F,Y,N,0,155934.27,State servant,Secondary / secondary special,Married,House / apartment,-17711,-1682,1,0,0,0,,2.0
5009708,F,N,N,0,99325.87,Working,Secondary / secondary special,Civil marriage,House / apartment,-18677,-9735,1,0,0,0,Laborers,2.0
5009709,M,N,Y,0,127241.41,Working,Secondary / secondary special,Single / not married,House / apartment,-17099,-437,1,1,0,0,,1.0
5009710,M,N,Y,1,135550.56,Commercial associate,Higher education,Widow,House / apartment,-18053,-2840,1,0,0,0,Sales staff,2.0
5009711,F,Y,N,1,151442.35,Pensioner,Higher education,Married,House / apartment,-22864,365243,1,0,0,0,,3.0
5009712,F,Y,N,0,61001.06,Pensioner,Secondary / secondary special,Married,House / apartment,-22526,365243,1,0,0,0,,2.0
5009713,F,N,N,0,137635.58,Pensioner,Secondary / secondary special,Married,House / apartment,-9917,365243,1,0,0,1,,2.0
5009714,F,N,Y,0,121945.18,Commercial associate,Secondary / secondary special,Married,House / apartment,-17587,-1134,1,0,0,1,Managers,2.0
5009715,F,Y,N,0,145736.86,Working,Secondary / secondary special,Married,House / apartment,-15006,-791,1,0,0,0,Sales staff,2.0
5009716,F,N,N,4,247122.21,Working,Secondary / secondary special,Married,House / apartment,-12310,-510,1,0,0,0,Sales staff,6.0
5009717,F,N,Y,0,410938.05,Working,Secondary / secondary special,Married,House / apartment,-18370,-4509,1,1,0,0,Laborers,2.0
5009718,F,N,N,0,206734.08,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16261,-2776,1,0,0,0,Accountants,1.0
5009719,F,N,Y,0,79442.51,Working,Secondary / secondary special,Married,House / apartment,-20890,-175,1,0,0,0,Core staff,2.0
5009720,F,N,Y,0,123908.23,Pensioner,Secondary / secondary special,Married,House / apartment,-8943,365243,1,0,1,0,,2.0
5009721,M,Y,Y,1,198388.33,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12611,-2739,1,0,1,0,,3.0
5009722,M,N,Y,0,187520.84,Working,Secondary / secondary special,Single / not married,House / apartment,-7757,-78,1,0,0,0,,1.0
5009723,F,N,Y,3,241267.82,Working,Incomplete higher,Married,House / apartment,-20383,-439,1,0,0,0,High skill tech staff,5.0
5009724,M,Y,N,0,140270.01,Pensioner,Secondary / secondary special,Widow,House / apartment,-23302,365243,1,0,0,0,,1.0
5009725,F,N,Y,0,122792.34,Working,Secondary / secondary special,Married,House / apartment,-17602,-1364,1,0,0,0,Laborers,2.0
5009726,M,N,Y,0,353702.7,Commercial associate,Higher education,Married,With parents,-18121,-4022,1,0,1,1,Sales staff,2.0
5009727,M,N,N,0,151650.73,Pensioner,Secondary / secondary special,Widow,With parents,-8118,365243,1,0,1,0,,1.0
5009728,F,N,Y,0,88580.13,Working,Secondary / secondary special,Married,House / apartment,-16137,-2051,1,0,1,0,Drivers,2.0
5009729,F,N,Y,0,307911.24,Working,Secondary / secondary special,Married,With parents,-16542,-7345,1,1,0,0,Laborers,2.0
5009730,F,N,Y,1,69699.77,Pensioner,Secondary / secondary special,Married,House / apartment,-7988,365243,1,0,0,0,,3.0
5009731,F,Y,Y,0,30000.0,Working,Secondary / secondary special,Married,House / apartment,-21021,-4234,1,0,0,1,Sales staff,2.0
5009732,F,Y,Y,0,216358.79,Working,Secondary / secondary special,Married,House / apartment,-12184,-911,1,1,0,0,Cooking staff,2.0
5009733,F,Y,N,0,232199.1,Working,Secondary / secondary special,Married,House / apartment,-19988,-3937,1,0,1,0,,2.0
5009734,F,N,Y,0,181136.55,State servant,Secondary / secondary special,Married,House / apartment,-14369,-4470,1,0,0,0,Sales staff,2.0
5009735,M,N,N,2,76785.57,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24760,365243,1,0,0,0,,3.0
5009736,M,N,Y,0,142995.02,Working,Secondary / secondary special,Married,House / apartment,-11025,-27,1,0,0,0,Core staff,2.0
5009737,F,N,Y,1,128144.74,Commercial associate,Secondary / secondary special,Married,House / apartment,-8325,-1461,1,0,1,0,Core staff,3.0
5009738,F,Y,Y,0,112572.81,Working,Secondary / secondary special,Married,House / apartment,-24484,-1645,1,1,0,0,Sales staff,2.0
5009739,F,N,N,1,298353.62,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11580,-1173,1,0,0,0,Laborers,2.0
5009740,F,N,Y,1,87261.7,Working,Secondary / secondary special,Single / not married,House / apartment,-18443,-5531,1,0,0,0,Laborers,2.0
5009741,M,Y,Y,2,172482.7,Working,Secondary / secondary special,Civil marriage,House / apartment,-13871,-1138,1,0,0,0,Private service staff,4.0
5009742,F,N,Y,0,267539.77,Pensioner,Higher education,Married,Rented apartment,-18518,365243,1,0,1,0,,2.0
5009743,F,N,Y,0,178210.51,Working,Secondary / secondary special,Married,Municipal apartment,-17755,-1986,1,0,0,0,Laborers,2.0
5009744,F,Y,Y,0,273911.18,Working,Secondary / secondary special,Married,House / apartment,-19704,-2579,1,0,1,0,Sales staff,2.0
5009745,F,Y,Y,0,195215.11,Pensioner,Higher education,Married,Rented apartment,-7628,365243,1,0,0,0,,2.0
5009746,F,Y,Y,0,182530.92,Pensioner,Secondary / secondary special,Married,House / apartment,-21965,365243,1,1,0,0,,2.0
5009747,M,N,N,2,176913.72,Commercial associate,Secondary / secondary special,Widow,House / apartment,-15696,-42,1,0,1,0,,3.0
5009748,F,N,Y,0,200129.84,State servant,Secondary / secondary special,Married,House / apartment,-16401,-1958,1,0,1,0,,2.0
5009749,F,Y,Y,3,121446.66,Working,Secondary / secondary special,Separated,With parents,-14511,-1599,1,0,1,0,High skill tech staff,4.0
5009750,F,N,Y,0,76807.92,Pensioner,Secondary / secondary special,Married,House / apartment,-24650,365243,1,1,0,1,,2.0
5009751,M,N,Y,1,237286.06,Working,Higher education,Separated,House / apartment,-21358,-172,1,0,0,0,Drivers,2.0
5009752,M,Y,N,0,263253.09,Working,Secondary / secondary special,Married,House / apartment,-12764,-125,1,0,1,0,,2.0
5009753,F,N,Y,0,167040.14,Working,Higher education,Separated,House / apartment,-21033,-428,1,1,1,0,Laborers,1.0
5009754,F,Y,Y,2,111950.51,Commercial associate,Secondary / secondary special,Married,House / apartment,-14966,-4462,1,1,1,0,Sales staff,4.0
5009755,F,N,N,0,67585.01,Pensioner,Secondary / secondary special,Separated,House / apartment,-22558,365243,1,0,1,0,,1.0
5009756,F,N,Y,1,153722.38,Working,Higher education,Married,House / apartment,-7845,-1095,1,0,0,0,Managers,3.0
5009757,M,N,Y,0,75021.11,Working,Secondary / secondary special,Married,House / apartment,-13535,-1083,1,1,0,0,Core staff,2.0
5009758,F,Y,Y,0,69947.92,Working,Secondary / secondary special,Married,House / apartment,-14840,-2746,1,0,0,0,Secretaries,2.0
5009759,F,N,N,2,145747.98,Commercial associate,Secondary / secondary special,Married,House / apartment,-20353,-658,1,0,0,0,Drivers,4.0
5009760,F,N,N,0,100520.33,Working,Incomplete higher,Married,Office apartment,-10501,-155,1,0,1,0,Managers,2.0
5009761,F,Y,N,1,175019.87,Working,Secondary / secondary special,Widow,House / apartment,-12324,-1041,1,0,0,1,Laborers,2.0
5009762,F,Y,Y,0,135992.12,State servant,Secondary / secondary special,Married,House / apartment,-19996,-2851,1,0,0,0,Medicine staff,2.0
5009763,M,Y,N,1,108736.49,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8652,-1826,1,0,0,0,,2.0
5009764,F,N,Y,0,62789.46,Commercial associate,Secondary / secondary special,Married,House / apartment,-10831,-114,1,0,0,0,Core staff,2.0
5009765,F,N,Y,0,96139.54,Commercial associate,Secondary / secondary special,Married,With parents,-20513,-3645,1,0,0,0,Drivers,2.0
5009766,F,Y,N,0,97922.51,Commercial associate,Secondary / secondary special,Married,With parents,-22654,-879,1,0,1,0,Sales staff,2.0
5009767,F,Y,Y,0,79805.38,Working,Secondary / secondary special,Civil marriage,With parents,-20082,-49,1,0,0,0,Accountants,2.0
5009768,F,N,Y,0,124926.13,Working,Higher education,Married,House / apartment,-16546,-5314,1,1,0,0,Managers,2.0
5009769,F,N,Y,0,82981.59,Commercial associate,Secondary / secondary special,Married,House / apartment,-9041,-2191,1,0,0,1,Core staff,2.0
5009770,M,Y,Y,0,135690.06,Working,Lower secondary,Married,House / apartment,-21807,-1009,1,0,0,0,Drivers,2.0
5009771,F,N,N,0,166076.8,Working,Secondary / secondary special,Married,House / apartment,-9479,-1038,1,0,0,0,Managers,2.0
5009772,F,Y,Y,0,97432.49,Working,Secondary / secondary special,Married,With parents,-14056,-2237,1,0,0,0,,2.0
5009773,F,N,Y,0,182171.59,Working,Higher education,Married,House / apartment,-8190,-205,1,0,1,0,High skill tech staff,2.0
5009774,F,N,Y,0,74557.14,State servant,Secondary / secondary special,Married,House / apartment,-19747,-343,1,0,0,0,Sales staff,2.0
5009775,M,N,N,0,84449.69,Working,Secondary / secondary special,Married,House / apartment,-16132,-4117,1,1,0,1,Medicine staff,2.0
5009776,M,N,N,0,139161.63,Working,Secondary / secondary special,Civil marriage,House / apartment,-23217,-2842,1,0,1,0,Sales staff,2.0
5009777,F,N,Y,1,207631.58,Commercial associate,Secondary / secondary special,Married,House / apartment,-9737,-560,1,0,0,0,,3.0
5009778,F,N,N,0,227225.86,Commercial associate,Incomplete higher,Civil marriage,With parents,-21666,-202,1,1,0,0,Laborers,2.0
5009779,F,N,N,1,329784.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-16258,-5046,1,0,1,0,,3.0
5009780,F,Y,Y,0,121991.37,Working,Higher education,Married,House / apartment,-13723,-5083,1,1,0,0,Laborers,2.0
5009781,F,Y,Y,1,138171.28,Working,Higher education,Married,House / apartment,-18588,-2037,1,0,0,1,Sales staff,3.0
5009782,F,Y,Y,0,87874.26,Pensioner,Secondary / secondary special,Married,House / apartment,-21162,365243,1,1,0,0,,2.0
5009783,F,N,N,0,78677.84,Working,Higher education,Married,House / apartment,-15024,-1358,1,0,0,0,,2.0
5009784,F,N,Y,1,165096.6,Working,Secondary / secondary special,Married,House / apartment,-11386,-1763,1,0,1,0,,3.0
5009785,M,N,Y,1,99913.92,Pensioner,Secondary / secondary special,Married,House / apartment,-23360,365243,1,0,0,0,,3.0
5009786,F,Y,Y,0,272716.92,Working,Higher education,Married,House / apartment,-12792,-3101,1,0,0,0,Drivers,2.0
5009787,F,Y,N,0,70884.5,Pensioner,Secondary / secondary special,Married,With parents,-24806,365243,1,0,1,0,,2.0
5009788,M,Y,Y,0,187808.22,Working,Secondary / secondary special,Married,House / apartment,-20757,-3745,1,0,0,0,Managers,2.0
5009789,F,N,N,0,89065.77,Working,Secondary / secondary special,Single / not married,House / apartment,-19363,-1621,1,0,0,0,,1.0
5009790,M,N,N,1,97711.62,Working,Secondary / secondary special,Single / not married,House / apartment,-7522,-730,1,1,0,1,Laborers,2.0
5009791,F,N,Y,0,192828.42,Working,Secondary / secondary special,Married,House / apartment,-15168,-370,1,0,0,0,Laborers,2.0
5009792,F,N,Y,0,105036.14,Working,Secondary / secondary special,Civil marriage,House / apartment,-16114,-67,1,0,1,0,,2.0
5009793,M,N,Y,0,113789.78,Working,Secondary / secondary special,Separated,House / apartment,-13903,-2288,1,0,0,0,Laborers,1.0
5009794,M,Y,N,0,98117.48,Working,Higher education,Married,House / apartment,-9934,-244,1,1,0,0,Waiters/barmen staff,2.0
5009795,M,N,Y,0,359516.34,Pensioner,Secondary / secondary special,Married,House / apartment,-13747,365243,1,0,1,0,,2.0
5009796,F,N,Y,1,108148.1,Pensioner,Secondary / secondary special,Separated,House / apartment,-8619,365243,1,0,0,0,,2.0
5009797,F,N,Y,0,151111.93,Working,Secondary / secondary special,Married,House / apartment,-12405,-1753,1,0,0,1,,2.0
5009798,F,Y,Y,1,133124.92,State servant,Higher education,Married,House / apartment,-8772,-2191,1,0,1,0,Laborers,3.0
5009799,F,N,N,0,164507.02,Commercial associate,Secondary / secondary special,Married,With parents,-20496,-1145,1,0,0,0,Managers,2.0
5009800,M,Y,N,0,108296.87,Pensioner,Incomplete higher,Single / not married,Municipal apartment,-19071,365243,1,0,1,0,,1.0
5009801,F,Y,N,0,133197.91,Working,Higher education,Separated,House / apartment,-23783,-4780,1,0,0,0,,1.0
5009802,M,N,Y,0,179328.75,Pensioner,Secondary / secondary special,Married,House / apartment,-13965,365243,1,0,0,0,,2.0
5009803,F,N,Y,1,95654.35,State servant,Secondary / secondary special,Separated,House / apartment,-21088,-96,1,0,0,0,Laborers,2.0
5009804,F,N,N,0,253891.09,Working,Secondary / secondary special,Married,House / apartment,-17606,-5152,1,1,0,0,Managers,2.0
5009805,F,N,Y,0,266396.28,Commercial associate,Secondary / secondary special,Married,House / apartment,-18632,-118,1,1,1,0,,2.0
5009806,M,Y,N,0,199435.53,Pensioner,Secondary / secondary special,Married,House / apartment,-16903,365243,1,0,0,0,,2.0
5009807,M,Y,Y,0,152502.79,Working,Secondary / secondary special,Separated,House / apartment,-20965,-2911,1,0,0,0,,1.0
5009808,M,N,Y,1,33014.41,Working,Higher education,Married,House / apartment,-8041,-1461,1,1,0,0,High skill tech staff,3.0
5009809,F,N,Y,0,182069.83,Working,Higher education,Married,House / apartment,-8716,-1826,1,0,0,0,Laborers,2.0
5009810,M,N,N,1,121095.5,Working,Secondary / secondary special,Married,House / apartment,-8986,-2191,1,0,1,0,Laborers,3.0
5009811,M,N,N,0,130204.66,Working,Higher education,Married,House / apartment,-12366,-4703,1,1,0,0,,2.0
5009812,F,N,Y,0,57028.78,Commercial associate,Secondary / secondary special,Married,House / apartment,-17668,-1565,1,0,0,0,,2.0
5009813,F,N,Y,0,188488.87,Commercial associate,Secondary / secondary special,Married,House / apartment,-18623,-1787,1,1,0,1,Sales staff,2.0
5009814,F,N,Y,1,71375.47,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19798,-2118,1,1,0,0,Managers,3.0
5009815,M,Y,Y,1,156249.95,Commercial associate,Secondary / secondary special,Married,With parents,-12227,-4959,1,0,0,0,Laborers,3.0
5009816,M,N,N,0,231498.52,Working,Higher education,Married,House / apartment,-18704,-3991,1,1,0,0,,2.0
5009817,F,N,Y,0,116463.82,Working,Secondary / secondary special,Married,With parents,-9368,-2556,1,0,0,0,,2.0
5009818,M,N,N,0,270499.59,Pensioner,Secondary / secondary special,Married,House / apartment,-7479,365243,1,0,0,0,,2.0
5009819,M,Y,Y,0,101367.2,Working,Higher education,Married,House / apartment,-19484,-2467,1,0,0,0,Laborers,2.0
5009820,F,N,N,0,198832.2,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-19851,-2111,1,1,0,0,Managers,2.0
5009821,F,N,Y,0,76696.18,Working,Secondary / secondary special,Married,House / apartment,-18212,-5603,1,0,0,0,Sales staff,2.0
5009822,M,N,Y,0,246610.44,Working,Secondary / secondary special,Civil marriage,House / apartment,-11843,-468,1,1,1,0,,2.0
5009823,F,Y,N,0,228203.99,Working,Secondary / secondary special,Single / not married,House / apartment,-23565,-8862,1,0,1,0,Laborers,1.0
5009824,M,N,Y,0,186125.97,Pensioner,Higher education,Married,House / apartment,-22657,365243,1,0,0,0,,2.0
5009825,F,Y,N,1,120977.27,Pensioner,Secondary / secondary special,Married,House / apartment,-16343,365243,1,0,1,0,,3.0
5009826,M,Y,N,0,73057.33,Pensioner,Secondary / secondary special,Married,House / apartment,-24646,365243,1,0,0,0,,2.0
5009827,M,Y,Y,2,121137.29,Working,Secondary / secondary special,Married,House / apartment,-12540,-4166,1,0,1,1,,4.0
5009828,M,N,Y,0,256569.17,Pensioner,Secondary / secondary special,Married,With parents,-15915,365243,1,1,0,0,,2.0
5009829,F,N,Y,0,157153.91,Pensioner,Secondary / secondary special,Married,House / apartment,-23573,365243,1,0,0,0,,2.0
5009830,M,N,Y,0,67743.35,Working,Lower secondary,Married,House / apartment,-15406,-425,1,0,1,0,,2.0
5009831,M,Y,Y,0,83921.42,State servant,Higher education,Separated,House / apartment,-15562,-417,1,0,1,0,Laborers,1.0
