ID,MONTHS_BALANCE,STATUS
5013977,-59,C
5013977,-58,C
5013977,-56,0
5013977,-55,C
5013977,-54,C
5013977,-53,C
5013977,-52,C
5013977,-48,0
5013977,-47,C
5013977,-46,0
5013977,-44,C
5013977,-43,0
5013977,-40,0
5013977,-39,C
5013977,-37,C
5013977,-36,C
5013977,-35,0
5013977,-28,X
5013977,-27,0
5013977,-26,0
5013977,-24,0
5013977,-23,C
5013977,-22,C
5013977,-20,X
5013977,-19,X
5013977,-18,C
5013977,-17,C
5013977,-13,0
5013977,-11,C
5013977,-9,C
5013977,-8,0
5013977,-6,0
5013977,-5,X
5013977,-1,0
5013977,0,0
5014764,-60,0
5014764,-58,C
5014764,-56,C
5014764,-51,X
5014764,-50,0
5014764,-49,0
5014764,-41,0
5014764,-40,C
5014764,-37,C
5014764,-35,0
5014764,-33,0
5014764,-31,C
5014764,-30,C
5014764,-28,C
5014764,-26,0
5014764,-25,0
5014764,-22,X
5014764,-21,0
5014764,-20,C
5014764,-15,C
5014764,-14,0
5014764,-11,C
5014764,-10,0
5014764,-9,C
5014764,-7,C
5014764,-3,C
5013638,-60,0
5013638,-57,C
5013638,-54,X
5013638,-52,0
5013638,-51,C
5013638,-49,C
5013638,-48,0
5013638,-47,C
5013638,-43,X
5013638,-42,0
5013638,-39,C
5013638,-36,C
5013638,-25,X
5013638,-23,C
5013638,-20,C
5013638,-16,C
5013638,-12,0
5013638,-4,C
5013638,0,C
5012514,-59,X
5012514,-57,0
5012514,-54,C
5012514,-51,C
5012514,-45,X
5012514,-41,0
5012514,-37,X
5012514,-34,C
5012514,-33,X
5012514,-30,C
5012514,-28,1
5012514,-25,1
5012514,-10,0
5012514,-6,X
5012514,-4,0
5012514,-1,C
5012514,0,C
5014143,-59,X
5014143,-56,C
5014143,-55,C
5014143,-44,0
5014143,-43,C
5014143,-40,0
5014143,-35,C
5014143,-31,0
5014143,-30,C
5014143,-26,0
5014143,-24,C
5014143,-23,X
5014143,-18,0
5014143,-15,0
5014143,-14,0
5014143,-9,C
5014143,-8,C
5014143,-1,0
5011667,-60,X
5011667,-58,0
5011667,-55,C
5011667,-54,0
5011667,-52,0
5011667,-51,C
5011667,-50,0
5011667,-48,C
5011667,-47,0
5011667,-44,C
5011667,-40,C
5011667,-38,C
5011667,-37,C
5011667,-34,C
5011667,-32,X
5011667,-31,X
5011667,-30,0
5011667,-29,X
5011667,-27,C
5011667,-26,0
5011667,-25,X
5011667,-23,0
5011667,-21,0
5011667,-20,C
5011667,-18,C
5011667,-14,X
5011667,-12,C
5011667,-11,0
5011667,-10,C
5011667,-9,0
5011667,-7,0
5011667,-5,C
5011667,-4,0
5011667,-3,C
5011667,-2,C
5011667,-1,C
5011667,0,X
5011992,-59,X
5011992,-52,X
5011992,-50,C
5011992,-48,X
5011992,-47,C
5011992,-45,0
5011992,-43,C
5011992,-39,0
5011992,-38,C
5011992,-37,0
5011992,-32,X
5011992,-30,C
5011992,-25,0
5011992,-20,C
5011992,-17,0
5011992,-16,C
5011992,-13,0
5011992,-10,0
5011992,-9,C
5011992,-8,C
5011992,-3,0
5011992,-1,C
5014119,-60,0
5014119,-57,0
5014119,-54,0
5014119,-47,X
5014119,-46,0
5014119,-43,C
5014119,-41,0
5014119,-40,C
5014119,-38,0
5014119,-36,C
5014119,-35,C
5014119,-33,0
5014119,-32,C
5014119,-31,0
5014119,-29,0
5014119,-28,C
5014119,-25,C
5014119,-24,C
5014119,-18,C
5014119,-17,X
5014119,-11,0
5014119,-10,X
5014119,-8,C
5014119,-7,X
5014119,-6,C
5014119,0,C
5012938,-58,0
5012938,-57,0
5012938,-55,X
5012938,-52,C
5012938,-51,C
5012938,-49,C
5012938,-48,C
5012938,-47,C
5012938,-46,C
5012938,-44,0
5012938,-41,C
5012938,-40,C
5012938,-39,X
5012938,-37,0
5012938,-36,0
5012938,-35,C
5012938,-34,0
5012938,-33,X
5012938,-32,C
5012938,-31,X
5012938,-30,0
5012938,-28,C
5012938,-27,X
5012938,-26,C
5012938,-25,C
5012938,-24,X
5012938,-23,0
5012938,-22,C
5012938,-20,X
5012938,-18,0
5012938,-16,C
5012938,-15,0
5012938,-12,C
5012938,-11,0
5012938,-10,0
5012938,-9,0
5012938,-8,C
5012938,-7,C
5012938,-6,0
5012938,-4,0
5012938,-2,C
5012938,-1,C
5012938,0,C
5010310,-57,X
5010310,-48,0
5010310,-47,0
5010310,-46,X
5010310,-42,0
5010310,-41,0
5010310,-40,0
5010310,-38,C
5010310,-36,0
5010310,-35,X
5010310,-32,0
5010310,-30,C
5010310,-29,0
5010310,-28,C
5010310,-26,0
5010310,-24,0
5010310,-23,0
5010310,-22,C
5010310,-19,C
5010310,-18,C
5010310,-16,X
5010310,-15,C
5010310,-11,0
5010310,-7,0
5010310,-5,0
5010310,-4,0
5010310,-2,C
5010310,-1,0
5012333,-60,C
5012333,-59,C
5012333,-58,X
5012333,-55,C
5012333,-54,C
5012333,-51,X
5012333,-50,0
5012333,-48,0
5012333,-45,0
5012333,-44,0
5012333,-43,X
5012333,-42,X
5012333,-40,C
5012333,-39,0
5012333,-38,0
5012333,-37,X
5012333,-36,X
5012333,-35,C
5012333,-34,C
5012333,-33,C
5012333,-31,0
5012333,-30,0
5012333,-28,0
5012333,-27,X
5012333,-25,0
5012333,-24,0
5012333,-22,0
5012333,-20,0
5012333,-19,C
5012333,-18,C
5012333,-17,0
5012333,-16,0
5012333,-14,C
5012333,-13,X
5012333,-12,X
5012333,-11,X
5012333,-10,0
5012333,-9,C
5012333,-8,X
5012333,-6,0
5012333,-4,C
5012333,-3,0
5012333,-2,X
5012333,0,0
5014423,-60,0
5014423,-58,0
5014423,-56,0
5014423,-54,C
5014423,-53,C
5014423,-52,X
5014423,-51,0
5014423,-50,0
5014423,-49,C
5014423,-48,X
5014423,-47,C
5014423,-46,C
5014423,-45,C
5014423,-44,X
5014423,-42,C
5014423,-40,0
5014423,-37,0
5014423,-36,0
5014423,-33,C
5014423,-32,0
5014423,-31,C
5014423,-30,0
5014423,-29,C
5014423,-28,C
5014423,-27,0
5014423,-25,C
5014423,-24,C
5014423,-22,C
5014423,-21,0
5014423,-20,C
5014423,-19,C
5014423,-18,C
5014423,-17,0
5014423,-15,X
5014423,-14,X
5014423,-12,0
5014423,-11,C
5014423,-10,C
5014423,-9,0
5014423,-8,0
5014423,-7,C
5014423,-4,0
5014423,-3,0
5014423,0,0
5013786,-60,C
5013786,-59,C
5013786,-58,C
5013786,-57,C
5013786,-56,0
5013786,-55,X
5013786,-54,C
5013786,-53,C
5013786,-52,0
5013786,-51,0
5013786,-50,C
5013786,-48,0
5013786,-47,0
5013786,-46,C
5013786,-45,0
5013786,-44,C
5013786,-43,0
5013786,-42,X
5013786,-41,C
5013786,-39,C
5013786,-38,0
5013786,-37,0
5013786,-36,X
5013786,-35,C
5013786,-33,X
5013786,-32,0
5013786,-31,C
5013786,-30,0
5013786,-29,0
5013786,-28,C
5013786,-27,C
5013786,-26,C
5013786,-25,C
5013786,-24,0
5013786,-23,C
5013786,-22,C
5013786,-21,C
5013786,-20,0
5013786,-19,X
5013786,-18,0
5013786,-16,C
5013786,-15,C
5013786,-14,C
5013786,-13,C
5013786,-11,C
5013786,-10,C
5013786,-9,C
5013786,-8,C
5013786,-7,C
5013786,-6,0
5013786,-5,C
5013786,-4,C
5013786,-3,0
5013786,-2,C
5013786,-1,0
5013786,0,X
5010570,-60,0
5010570,-59,C
5010570,-57,C
5010570,-55,0
5010570,-54,C
5010570,-53,C
5010570,-52,0
5010570,-50,0
5010570,-49,0
5010570,-48,C
5010570,-47,C
5010570,-46,X
5010570,-44,0
5010570,-42,C
5010570,-41,C
5010570,-40,X
5010570,-39,C
5010570,-37,0
5010570,-35,0
5010570,-34,X
5010570,-31,C
5010570,-30,C
5010570,-28,0
5010570,-27,C
5010570,-24,C
5010570,-23,C
5010570,-21,C
5010570,-20,X
5010570,-19,C
5010570,-18,C
5010570,-17,C
5010570,-15,X
5010570,-14,C
5010570,-13,C
5010570,-12,0
5010570,-9,C
5010570,-7,0
5010570,-5,X
5010570,-3,C
5010570,-2,C
5010570,-1,1
5010570,0,C
5013461,-54,0
5013461,-53,C
5013461,-52,0
5013461,-43,C
5013461,-42,C
5013461,-40,0
5013461,-36,X
5013461,-31,X
5013461,-30,C
5013461,-29,C
5013461,-26,C
5013461,-23,X
5013461,-17,X
5013461,-12,C
5013448,-60,0
5013448,-59,C
5013448,-58,X
5013448,-57,C
5013448,-55,X
5013448,-54,C
5013448,-53,X
5013448,-51,0
5013448,-50,C
5013448,-49,X
5013448,-48,0
5013448,-47,C
5013448,-45,C
5013448,-44,C
5013448,-43,0
5013448,-40,C
5013448,-39,0
5013448,-38,C
5013448,-36,0
5013448,-35,C
5013448,-34,C
5013448,-33,0
5013448,-32,X
5013448,-31,C
5013448,-30,C
5013448,-29,C
5013448,-28,X
5013448,-27,X
5013448,-26,0
5013448,-23,C
5013448,-22,X
5013448,-21,X
5013448,-20,X
5013448,-18,X
5013448,-16,C
5013448,-14,0
5013448,-13,0
5013448,-12,0
5013448,-11,0
5013448,-10,C
5013448,-9,X
5013448,-8,C
5013448,-7,C
5013448,-5,C
5013448,-4,X
5013448,-3,0
5013448,-2,C
5013448,0,C
5009305,-58,C
5009305,-51,C
5009305,-44,C
5009305,-41,X
5009305,-40,C
5009305,-34,C
5009305,-30,X
5009305,-29,0
5009305,-21,X
5009305,-19,X
5009305,-12,X
5009305,-11,X
5009305,-9,0
5009305,-8,C
5009305,-7,0
5009305,-4,C
5009305,-3,0
5014772,-56,0
5014772,-54,C
5014772,-48,C
5014772,-47,0
5014772,-45,C
5014772,-40,0
5014772,-38,0
5014772,-35,C
5014772,-34,X
5014772,-32,C
5014772,-31,C
5014772,-30,C
5014772,-27,0
5014772,-23,0
5014772,-20,C
5014772,-18,C
5014772,-17,0
5014772,-13,0
5014772,-9,0
5014772,-3,0
5014772,-1,0
5009551,-57,0
5009551,-50,C
5009551,-49,0
5009551,-48,C
5009551,-46,0
5009551,-39,C
5009551,-28,C
5009551,-25,0
5009551,-20,C
5009551,-17,C
5009551,-15,0
5009551,-9,X
5009551,-6,0
5009551,0,0
5013008,-59,0
5013008,-48,C
5013008,-45,C
5013008,-44,0
5013008,-41,0
5013008,-39,C
5013008,-37,X
5013008,-36,0
5013008,-35,0
5013008,-34,0
5013008,-32,C
5013008,-30,0
5013008,-29,0
5013008,-23,0
5013008,-15,0
5013008,-14,X
5013008,-13,C
5013008,-7,C
5013008,-6,C
5013008,-2,C
5012919,-60,C
5012919,-57,C
5012919,-56,0
5012919,-55,C
5012919,-54,C
5012919,-51,0
5012919,-48,0
5012919,-47,0
5012919,-45,C
5012919,-43,0
5012919,-42,X
5012919,-40,X
5012919,-37,0
5012919,-35,X
5012919,-34,X
5012919,-32,X
5012919,-30,0
5012919,-28,0
5012919,-25,0
5012919,-24,C
5012919,-16,0
5012919,-15,0
5012919,-11,0
5012919,-8,C
5012919,-7,C
5012919,-6,C
5012919,-3,C
5012919,0,C
5010990,-59,C
5010990,-57,C
5010990,-55,C
5010990,-54,X
5010990,-53,C
5010990,-52,C
5010990,-51,C
5010990,-50,X
5010990,-49,C
5010990,-48,C
5010990,-47,C
5010990,-46,C
5010990,-45,0
5010990,-44,C
5010990,-43,C
5010990,-41,0
5010990,-40,0
5010990,-39,0
5010990,-38,0
5010990,-37,0
5010990,-36,C
5010990,-34,C
5010990,-33,0
5010990,-32,0
5010990,-31,0
5010990,-30,C
5010990,-29,C
5010990,-28,0
5010990,-27,X
5010990,-26,X
5010990,-25,C
5010990,-24,0
5010990,-23,0
5010990,-22,0
5010990,-21,0
5010990,-20,0
5010990,-19,C
5010990,-18,0
5010990,-17,0
5010990,-16,C
5010990,-15,0
5010990,-14,0
5010990,-13,C
5010990,-12,0
5010990,-11,0
5010990,-10,X
5010990,-9,C
5010990,-8,C
5010990,-7,X
5010990,-6,C
5010990,-5,X
5010990,-4,0
5010990,-3,C
5010990,-2,0
5010990,-1,0
5010990,0,0
5013306,-60,0
5013306,-59,C
5013306,-58,C
5013306,-57,C
5013306,-56,C
5013306,-55,0
5013306,-54,C
5013306,-52,C
5013306,-51,C
5013306,-50,X
5013306,-49,C
5013306,-48,C
5013306,-47,0
5013306,-45,C
5013306,-44,0
5013306,-43,0
5013306,-41,C
5013306,-40,0
5013306,-39,0
5013306,-38,X
5013306,-37,C
5013306,-36,C
5013306,-35,0
5013306,-34,0
5013306,-33,C
5013306,-32,C
5013306,-31,C
5013306,-30,C
5013306,-29,0
5013306,-28,C
5013306,-27,C
5013306,-26,0
5013306,-24,C
5013306,-23,0
5013306,-22,C
5013306,-21,0
5013306,-20,0
5013306,-19,C
5013306,-18,0
5013306,-17,0
5013306,-16,X
5013306,-15,C
5013306,-14,C
5013306,-13,0
5013306,-12,0
5013306,-11,C
5013306,-10,C
5013306,-9,C
5013306,-8,0
5013306,-7,0
5013306,-6,C
5013306,-5,0
5013306,-4,0
5013306,-3,C
5013306,-1,X
5013306,0,0
5011958,-50,0
5011958,-47,C
5011958,-45,X
5011958,-40,C
5011958,-35,0
5011958,-32,0
5011958,-30,0
5011958,-27,0
5011958,-26,0
5011958,-25,0
5011958,-23,0
5011958,-9,0
5011958,-5,X
5009791,-59,0
5009791,-57,0
5009791,-56,C
5009791,-53,0
5009791,-52,0
5009791,-51,C
5009791,-50,C
5009791,-49,0
5009791,-47,X
5009791,-45,C
5009791,-44,X
5009791,-43,C
5009791,-42,0
5009791,-38,X
5009791,-36,X
5009791,-35,0
5009791,-32,0
5009791,-31,0
5009791,-30,0
5009791,-29,0
5009791,-22,X
5009791,-18,0
5009791,-17,X
5009791,-16,0
5009791,-15,0
5009791,-14,0
5009791,-12,0
5009791,-6,C
5009791,-4,0
5009791,-2,X
5009791,-1,C
5009791,0,0
5010573,-59,1
5010573,-58,X
5010573,-57,C
5010573,-46,X
5010573,-45,0
5010573,-35,X
5010573,-31,X
5010573,-26,0
5010573,-25,C
5010573,-23,0
5010573,-22,X
5010573,-19,0
5010573,-18,X
5010573,-17,0
5010573,-15,X
5010573,-12,0
5010573,-10,X
5010573,-8,0
5010573,-7,0
5010573,-6,C
5010573,-4,C
5010573,-3,C
5010573,-2,C
5010573,-1,0
5013372,-60,C
5013372,-59,X
5013372,-58,X
5013372,-57,C
5013372,-56,X
5013372,-55,0
5013372,-54,0
5013372,-53,X
5013372,-52,C
5013372,-50,C
5013372,-45,C
5013372,-42,C
5013372,-41,C
5013372,-40,C
5013372,-39,0
5013372,-37,C
5013372,-36,0
5013372,-35,X
5013372,-34,C
5013372,-32,C
5013372,-29,C
5013372,-28,0
5013372,-27,0
5013372,-26,C
5013372,-24,C
5013372,-23,C
5013372,-22,0
5013372,-21,C
5013372,-19,0
5013372,-17,0
5013372,-16,C
5013372,-15,C
5013372,-14,0
5013372,-13,X
5013372,-12,X
5013372,-9,0
5013372,-6,X
5013372,0,0
5008966,-60,C
5008966,-53,0
5008966,-48,C
5008966,-47,0
5008966,-46,C
5008966,-45,X
5008966,-43,C
5008966,-41,C
5008966,-39,0
5008966,-36,0
5008966,-31,C
5008966,-25,0
5008966,-24,C
5008966,-23,C
5008966,-19,C
5008966,-18,0
5008966,-17,X
5008966,-15,0
5008966,-12,X
5008966,-11,0
5008966,-10,C
5008966,-9,X
5008966,-8,X
5008966,-5,X
5008966,-2,C
5010529,-59,C
5010529,-54,X
5010529,-50,X
5010529,-49,0
5010529,-46,0
5010529,-7,C
5013277,-60,0
5013277,-58,C
5013277,-57,C
5013277,-56,C
5013277,-55,C
5013277,-53,0
5013277,-52,X
5013277,-51,C
5013277,-50,0
5013277,-49,0
5013277,-48,X
5013277,-47,0
5013277,-46,0
5013277,-45,C
5013277,-44,X
5013277,-43,C
5013277,-42,C
5013277,-41,0
5013277,-40,0
5013277,-37,C
5013277,-36,0
5013277,-35,C
5013277,-34,C
5013277,-33,C
5013277,-31,C
5013277,-30,1
5013277,-29,0
5013277,-28,X
5013277,-27,X
5013277,-26,0
5013277,-25,X
5013277,-24,X
5013277,-23,C
5013277,-22,X
5013277,-21,C
5013277,-20,0
5013277,-19,0
5013277,-18,X
5013277,-17,0
5013277,-16,X
5013277,-14,C
5013277,-13,C
5013277,-12,X
5013277,-11,0
5013277,-10,C
5013277,-9,C
5013277,-8,C
5013277,-7,0
5013277,-6,0
5013277,-5,X
5013277,-4,X
5013277,-2,C
5013277,-1,X
5013277,0,C
5013586,-60,C
5013586,-59,0
5013586,-58,0
5013586,-57,C
5013586,-55,C
5013586,-54,C
5013586,-53,C
5013586,-52,X
5013586,-51,C
5013586,-50,X
5013586,-49,C
5013586,-48,C
5013586,-47,C
5013586,-46,0
5013586,-45,0
5013586,-44,0
5013586,-42,C
5013586,-41,0
5013586,-40,X
5013586,-39,0
5013586,-38,C
5013586,-36,0
5013586,-35,C
5013586,-34,C
5013586,-33,C
5013586,-32,0
5013586,-31,0
5013586,-30,C
5013586,-29,0
5013586,-28,X
5013586,-27,0
5013586,-26,X
5013586,-25,C
5013586,-24,C
5013586,-23,0
5013586,-22,X
5013586,-21,C
5013586,-20,C
5013586,-17,C
5013586,-16,0
5013586,-15,0
5013586,-14,0
5013586,-13,C
5013586,-12,X
5013586,-11,X
5013586,-9,0
5013586,-8,C
5013586,-7,C
5013586,-6,0
5013586,-5,C
5013586,-4,C
5013586,-3,0
5013586,-2,0
5013586,-1,C
5013586,0,0
5010105,-60,X
5010105,-59,0
5010105,-58,C
5010105,-57,0
5010105,-56,C
5010105,-55,C
5010105,-54,C
5010105,-53,C
5010105,-52,0
5010105,-51,0
5010105,-50,C
5010105,-48,C
5010105,-47,0
5010105,-46,C
5010105,-45,C
5010105,-44,C
5010105,-43,0
5010105,-42,0
5010105,-38,0
5010105,-36,0
5010105,-35,X
5010105,-34,0
5010105,-33,C
5010105,-32,C
5010105,-31,0
5010105,-30,0
5010105,-29,0
5010105,-28,C
5010105,-26,C
5010105,-25,0
5010105,-24,C
5010105,-22,C
5010105,-21,0
5010105,-20,C
5010105,-19,C
5010105,-18,C
5010105,-17,C
5010105,-16,0
5010105,-15,C
5010105,-14,X
5010105,-13,0
5010105,-12,0
5010105,-11,C
5010105,-10,C
5010105,-9,0
5010105,-8,X
5010105,-7,X
5010105,-6,0
5010105,-5,0
5010105,-4,0
5010105,-3,C
5010105,-2,0
5010105,0,0
5009767,-60,C
5009767,-59,0
5009767,-58,0
5009767,-56,0
5009767,-55,C
5009767,-54,C
5009767,-53,0
5009767,-52,0
5009767,-51,C
5009767,-50,C
5009767,-49,X
5009767,-48,C
5009767,-47,C
5009767,-45,0
5009767,-44,C
5009767,-43,C
5009767,-42,0
5009767,-41,0
5009767,-40,C
5009767,-39,C
5009767,-38,C
5009767,-37,X
5009767,-36,0
5009767,-31,C
5009767,-30,X
5009767,-29,X
5009767,-28,C
5009767,-27,X
5009767,-26,0
5009767,-25,0
5009767,-23,X
5009767,-22,C
5009767,-21,0
5009767,-20,0
5009767,-19,C
5009767,-18,C
5009767,-17,C
5009767,-15,0
5009767,-14,0
5009767,-13,0
5009767,-12,0
5009767,-11,C
5009767,-9,0
5009767,-8,C
5009767,-7,0
5009767,-6,0
5009767,-5,C
5009767,-4,C
5009767,-3,C
5009767,-2,C
5009767,-1,X
5009767,0,0
5011189,-58,0
5011189,-56,C
5011189,-55,X
5011189,-54,0
5011189,-53,0
5011189,-52,C
5011189,-50,C
5011189,-48,0
5011189,-47,X
5011189,-46,C
5011189,-43,C
5011189,-42,0
5011189,-41,C
5011189,-40,X
5011189,-37,0
5011189,-36,C
5011189,-34,C
5011189,-33,C
5011189,-31,C
5011189,-30,C
5011189,-28,X
5011189,-26,C
5011189,-25,X
5011189,-24,C
5011189,-23,0
5011189,-22,X
5011189,-21,X
5011189,-20,0
5011189,-19,0
5011189,-18,X
5011189,-16,0
5011189,-14,0
5011189,-13,0
5011189,-12,X
5011189,-11,C
5011189,-10,0
5011189,-9,0
5011189,-8,C
5011189,-7,C
5011189,-6,C
5011189,-5,C
5011189,-4,C
5011189,-1,0
5013913,-60,C
5013913,-59,C
5013913,-58,0
5013913,-57,0
5013913,-56,0
5013913,-55,C
5013913,-54,0
5013913,-53,C
5013913,-52,C
5013913,-51,C
5013913,-50,X
5013913,-49,C
5013913,-48,C
5013913,-47,0
5013913,-46,C
5013913,-45,0
5013913,-44,C
5013913,-43,0
5013913,-42,X
5013913,-41,C
5013913,-40,X
5013913,-39,0
5013913,-37,C
5013913,-36,C
5013913,-35,X
5013913,-34,0
5013913,-33,C
5013913,-32,C
5013913,-31,C
5013913,-30,X
5013913,-29,C
5013913,-27,C
5013913,-26,C
5013913,-25,X
5013913,-24,X
5013913,-22,X
5013913,-21,0
5013913,-20,X
5013913,-17,C
5013913,-16,C
5013913,-15,C
5013913,-14,C
5013913,-13,0
5013913,-12,0
5013913,-11,0
5013913,-10,0
5013913,-8,C
5013913,-7,X
5013913,-6,X
5013913,-5,0
5013913,-4,X
5013913,-3,C
5013913,-2,0
5013913,-1,X
5012098,-60,X
5012098,-59,C
5012098,-58,0
5012098,-53,0
5012098,-48,C
5012098,-45,C
5012098,-41,0
5012098,-39,X
5012098,-37,X
5012098,-36,C
5012098,-34,C
5012098,-30,0
5012098,-25,C
5012098,-24,0
5012098,-16,C
5012098,-12,C
5012098,-9,C
5014066,-57,X
5014066,-51,0
5014066,-49,C
5014066,-46,0
5014066,-45,C
5014066,-43,0
5014066,-41,C
5014066,-36,C
5014066,-33,0
5014066,-32,C
5014066,-24,C
5014066,-23,C
5014066,-19,C
5014066,-17,X
5014066,-16,0
5014066,-15,C
5014066,-11,C
5014066,-6,C
5014066,-5,C
5014299,-60,X
5014299,-58,0
5014299,-57,C
5014299,-56,0
5014299,-53,X
5014299,-51,0
5014299,-50,C
5014299,-43,0
5014299,-36,C
5014299,-33,C
5014299,-32,X
5014299,-30,C
5014299,-29,X
5014299,-25,0
5014299,-23,0
5014299,-21,C
5014299,-20,0
5014299,-19,C
5014299,-18,0
5014299,-14,0
5014299,-7,0
5014299,-2,C
5013249,-60,0
5013249,-59,X
5013249,-58,C
5013249,-57,C
5013249,-56,C
5013249,-54,C
5013249,-51,C
5013249,-47,0
5013249,-45,0
5013249,-44,C
5013249,-41,0
5013249,-39,0
5013249,-38,C
5013249,-36,C
5013249,-34,X
5013249,-32,0
5013249,-31,C
5013249,-30,0
5013249,-29,X
5013249,-28,0
5013249,-27,X
5013249,-26,X
5013249,-25,0
5013249,-22,0
5013249,-21,0
5013249,-20,X
5013249,-19,C
5013249,-18,C
5013249,-17,X
5013249,-16,C
5013249,-15,C
5013249,-14,C
5013249,-13,0
5013249,-12,X
5013249,-9,C
5013249,-8,0
5013249,-7,X
5013249,-4,X
5013249,-1,0
5013249,0,X
5009294,-58,C
5009294,-57,C
5009294,-56,0
5009294,-54,0
5009294,-53,X
5009294,-51,C
5009294,-50,0
5009294,-48,C
5009294,-47,X
5009294,-46,C
5009294,-45,X
5009294,-44,X
5009294,-43,C
5009294,-42,C
5009294,-38,C
5009294,-37,X
5009294,-36,0
5009294,-34,X
5009294,-33,0
5009294,-32,C
5009294,-31,C
5009294,-30,C
5009294,-29,C
5009294,-28,C
5009294,-27,0
5009294,-26,C
5009294,-25,0
5009294,-24,C
5009294,-22,0
5009294,-21,0
5009294,-20,X
5009294,-19,C
5009294,-18,1
5009294,-17,C
5009294,-15,X
5009294,-14,C
5009294,-12,C
5009294,-11,X
5009294,-8,X
5009294,-7,C
5009294,-6,C
5009294,-5,0
5009294,-4,X
5009294,-3,0
5009294,-1,C
5011703,-60,0
5011703,-59,0
5011703,-58,C
5011703,-57,X
5011703,-56,X
5011703,-54,C
5011703,-53,C
5011703,-52,X
5011703,-51,C
5011703,-50,0
5011703,-48,X
5011703,-47,C
5011703,-46,C
5011703,-45,C
5011703,-44,0
5011703,-43,0
5011703,-42,0
5011703,-40,X
5011703,-39,0
5011703,-37,X
5011703,-36,C
5011703,-31,C
5011703,-30,X
5011703,-29,0
5011703,-28,C
5011703,-27,C
5011703,-26,0
5011703,-25,C
5011703,-24,C
5011703,-23,0
5011703,-22,X
5011703,-19,X
5011703,-18,C
5011703,-16,C
5011703,-15,0
5011703,-14,C
5011703,-13,X
5011703,-12,0
5011703,-11,C
5011703,-10,C
5011703,-9,0
5011703,-8,0
5011703,-7,0
5011703,-5,C
5011703,-3,C
5011703,-2,C
5011703,-1,C
5011703,0,0
5012257,-54,C
5012257,-53,C
5012257,-50,C
5012257,-43,0
5012257,-42,0
5012257,-40,C
5012257,-38,C
5012257,-31,0
5012257,-30,0
5012257,-26,0
5012257,-25,C
5012257,-24,X
5012257,-23,0
5012257,-20,C
5012257,-19,C
5012257,-16,C
5012257,-15,0
5012257,-10,C
5012257,-5,0
5012257,-2,0
5012257,-1,X
5012257,0,C
5013929,-59,C
5013929,-57,0
5013929,-56,0
5013929,-55,X
5013929,-54,C
5013929,-53,C
5013929,-52,X
5013929,-51,C
5013929,-50,0
5013929,-49,0
5013929,-46,0
5013929,-45,0
5013929,-43,0
5013929,-40,0
5013929,-39,C
5013929,-38,0
5013929,-37,C
5013929,-36,X
5013929,-35,0
5013929,-34,0
5013929,-33,X
5013929,-30,0
5013929,-29,0
5013929,-27,0
5013929,-25,C
5013929,-24,0
5013929,-23,C
5013929,-22,0
5013929,-17,0
5013929,-16,0
5013929,-15,C
5013929,-14,0
5013929,-13,C
5013929,-11,X
5013929,-10,X
5013929,-9,0
5013929,-8,0
5013929,-7,C
5013929,-6,0
5013929,-5,C
5013929,-3,0
5013929,-2,0
5013929,-1,C
5009207,-59,X
5009207,-58,X
5009207,-57,0
5009207,-56,C
5009207,-55,C
5009207,-54,C
5009207,-53,X
5009207,-52,C
5009207,-51,0
5009207,-50,0
5009207,-49,0
5009207,-48,C
5009207,-47,C
5009207,-46,C
5009207,-45,0
5009207,-44,0
5009207,-43,0
5009207,-42,C
5009207,-41,X
5009207,-40,0
5009207,-39,0
5009207,-38,C
5009207,-37,0
5009207,-36,C
5009207,-35,0
5009207,-34,C
5009207,-33,0
5009207,-32,0
5009207,-31,C
5009207,-30,C
5009207,-29,C
5009207,-28,C
5009207,-27,0
5009207,-26,C
5009207,-25,0
5009207,-24,X
5009207,-23,C
5009207,-22,C
5009207,-21,C
5009207,-20,X
5009207,-19,0
5009207,-18,0
5009207,-17,C
5009207,-16,0
5009207,-15,0
5009207,-14,0
5009207,-13,0
5009207,-12,C
5009207,-11,X
5009207,-10,C
5009207,-9,C
5009207,-8,X
5009207,-7,C
5009207,-6,0
5009207,-5,C
5009207,-4,C
5009207,-3,0
5009207,-2,C
5009207,-1,C
5009207,0,X
5010621,-60,C
5010621,-59,0
5010621,-58,C
5010621,-57,0
5010621,-56,0
5010621,-54,0
5010621,-53,0
5010621,-52,X
5010621,-51,0
5010621,-49,C
5010621,-48,0
5010621,-47,C
5010621,-46,0
5010621,-45,C
5010621,-43,C
5010621,-42,X
5010621,-41,C
5010621,-40,C
5010621,-39,0
5010621,-37,C
5010621,-36,C
5010621,-35,C
5010621,-34,0
5010621,-33,C
5010621,-32,0
5010621,-31,C
5010621,-30,0
5010621,-28,C
5010621,-27,C
5010621,-26,C
5010621,-25,0
5010621,-24,C
5010621,-23,C
5010621,-22,C
5010621,-21,C
5010621,-20,0
5010621,-19,X
5010621,-18,X
5010621,-16,0
5010621,-15,C
5010621,-14,0
5010621,-12,0
5010621,-11,C
5010621,-10,0
5010621,-9,0
5010621,-8,C
5010621,-7,0
5010621,-6,0
5010621,-4,X
5010621,-2,0
5010621,-1,X
5010621,0,C
5011860,-60,C
5011860,-58,C
5011860,-57,0
5011860,-56,1
5011860,-55,0
5011860,-54,0
5011860,-53,X
5011860,-52,C
